Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
2025-02-14,48,49.0,43.0,-2.0,-7.0,0,0
2025-02-15,50,50.0,40.714285714285715,-4.0,1.0,0,0
2025-02-16,54,49.857142857142854,38.57142857142857,3.0,4.0,0,0
2025-02-17,51,49.285714285714285,36.57142857142857,4.0,2.0,0,0
2025-02-18,47,49.0,35.285714285714285,3.0,22.0,0,0
2025-02-19,44,45.857142857142854,33.0,-5.0,23.0,0,0
2025-02-20,49,42.57142857142857,31.285714285714285,-6.0,39.0,0,0
2025-02-21,55,37.0,29.571428571428573,6.0,39.0,0,0
2025-02-22,49,31.428571428571427,28.071428571428573,-1.0,29.0,0,0
2025-02-23,50,27.285714285714285,26.571428571428573,1.0,24.0,0,0
2025-02-24,49,23.857142857142858,24.928571428571427,24.0,16.0,0,0
2025-02-25,25,21.571428571428573,22.857142857142858,4.0,10.0,0,0
2025-02-26,21,20.142857142857142,22.785714285714285,11.0,1.0,1,0
2025-02-27,10,20.0,23.714285714285715,-6.0,-15.0,1,0
2025-02-28,16,22.142857142857142,26.214285714285715,-4.0,-18.0,1,0
2025-03-01,20,24.714285714285715,27.0,-6.0,-8.0,1,0
2025-03-02,26,25.857142857142858,28.857142857142858,-7.0,-1.0,0,0
2025-03-03,33,26.0,29.142857142857142,18.0,13.0,0,0
2025-03-04,15,24.142857142857142,29.071428571428573,-5.0,-9.0,1,0
2025-03-05,20,25.428571428571427,30.428571428571427,-5.0,-14.0,1,0
2025-03-06,25,27.428571428571427,31.285714285714285,-9.0,-20.0,0,0
2025-03-07,34,30.285714285714285,33.0,6.0,7.0,0,0
2025-03-08,28,29.285714285714285,32.785714285714285,1.0,-18.0,0,0
2025-03-09,27,31.857142857142858,33.07142857142857,7.0,-3.0,0,0
2025-03-10,20,32.285714285714285,33.285714285714285,-4.0,-12.0,1,0
2025-03-11,24,34.0,35.07142857142857,-10.0,-10.0,1,0
2025-03-12,34,35.42857142857143,36.642857142857146,-11.0,2.0,0,0
2025-03-13,45,35.142857142857146,37.57142857142857,18.0,-4.0,0,0
2025-03-14,27,35.714285714285715,37.214285714285715,-19.0,-4.0,0,0
2025-03-15,46,36.285714285714285,38.42857142857143,16.0,14.0,0,0
2025-03-16,30,34.285714285714285,37.0,-2.0,0.0,0,0
2025-03-17,32,34.285714285714285,37.142857142857146,-2.0,-13.0,0,0
2025-03-18,34,36.142857142857146,37.285714285714285,2.0,-12.0,0,0
2025-03-19,32,37.857142857142854,37.285714285714285,-17.0,-15.0,0,0
2025-03-20,49,40.0,38.142857142857146,18.0,9.0,0,0
2025-03-21,31,38.714285714285715,36.42857142857143,-1.0,-13.0,0,0
2025-03-22,32,40.57142857142857,36.214285714285715,2.0,6.0,0,0
2025-03-23,30,39.714285714285715,36.07142857142857,-15.0,-2.0,0,0
2025-03-24,45,40.0,36.357142857142854,-1.0,11.0,0,0
2025-03-25,46,38.42857142857143,34.785714285714285,-1.0,12.0,0,0
2025-03-26,47,36.714285714285715,33.214285714285715,7.0,3.0,0,0
2025-03-27,40,36.285714285714285,31.142857142857142,-4.0,15.0,0,0
2025-03-28,44,34.142857142857146,31.071428571428573,18.0,16.0,0,0
2025-03-29,26,31.857142857142858,29.714285714285715,-6.0,-4.0,0,0
2025-03-30,32,32.42857142857143,30.928571428571427,-2.0,-2.0,0,0
2025-03-31,34,32.714285714285715,31.857142857142858,0.0,11.0,0,0
2025-04-01,34,31.142857142857142,31.642857142857142,-10.0,10.0,0,0
2025-04-02,44,29.714285714285715,31.928571428571427,19.0,26.0,0,0
2025-04-03,25,26.0,30.857142857142858,-3.0,-14.0,0,0
2025-04-04,28,28.0,31.214285714285715,-2.0,3.0,0,0
2025-04-05,30,27.571428571428573,31.571428571428573,-4.0,-13.0,0,0
2025-04-06,34,29.428571428571427,31.714285714285715,11.0,-11.0,0,0
2025-04-07,23,31.0,31.928571428571427,-1.0,-8.0,1,0
2025-04-08,24,32.142857142857146,33.07142857142857,6.0,-14.0,1,0
2025-04-09,18,34.142857142857146,34.714285714285715,-21.0,-11.0,1,0
2025-04-10,39,35.714285714285715,38.57142857142857,14.0,9.0,0,0
2025-04-11,25,34.42857142857143,40.285714285714285,-18.0,-8.0,0,0
2025-04-12,43,35.57142857142857,42.785714285714285,-2.0,11.0,0,0
2025-04-13,45,34.0,44.357142857142854,14.0,8.0,0,0
2025-04-14,31,32.857142857142854,45.5,-7.0,-8.0,0,0
2025-04-15,38,34.0,47.142857142857146,9.0,-9.0,0,0
2025-04-16,29,35.285714285714285,48.714285714285715,-1.0,-43.0,0,0
2025-04-17,30,41.42857142857143,50.642857142857146,-3.0,-33.0,0,0
2025-04-18,33,46.142857142857146,52.285714285714285,1.0,-27.0,0,0
2025-04-19,32,50.0,54.714285714285715,-5.0,-33.0,0,0
2025-04-20,37,54.714285714285715,57.07142857142857,-2.0,-24.0,0,0
2025-04-21,39,58.142857142857146,59.0,-8.0,-15.0,0,0
2025-04-22,47,60.285714285714285,59.92857142857143,-25.0,-13.0,0,0
2025-04-23,72,62.142857142857146,60.785714285714285,9.0,16.0,0,0
2025-04-24,63,59.857142857142854,60.42857142857143,3.0,10.0,0,0
